Code,type,Profession
3429,FR,autres employés qualifiés des services domestiques n.c.a.
3431,AR,معلمو السياقة في مدارس تعليم السياقة
3431,FR,moniteurs d'auto-école
3432,AR,اعوان في الدفن و الماتم
3432,FR,agents de pompes funèbres et embaumeurs
3432,AR,اعوان في الدفن والماتم
3439,AR,مستخدمون اخرون موهلون في الخدمات الخاصة والمنزلية غير مصنفين اعاله
3439,AR,مستخدمون اخرون موهلون في الخدمات الخاصة والمنزلية غير مصنفين اعلاه
3439,FR,autres employés qualifiés des services personnels et domestiques n.c.a.
3439,FR,autres employés qualifiés des services personnels et domestiques n.c.a
3511,AR,رجال المطافي والوقاية المدنية
3511,FR,pompiers
3511,FR,pompiers et agents de la protection civile
3512,FR,agents de police
3512,AR,رجال الشرطة
3513,FR,agents des forces auxiliaires
3513,AR,رجال القوات المساعدة
3514,AR,رجال الشرطة الاخرون، الفرق المتجولة للتدخل السريع ومن يشابههم
3514,FR,"autres agents de la police, compagnies mobiles d'intervention et assimilés"
3514,AR,رجال الشرطة االخرون، الفرق المتجولة للتدخل السريع وم ن ي شابههم
3515,FR,militaires
3515,AR,العسكريون
3516,AR,رجال الدرك
3516,FR,gendarmes
3517,AR,حراس السجون
3517,FR,gardiens de prisons
3518,AR,مستخدمو الامن ضد الحريق والعمال المكلفون بالانقاذ في الطيران
3518,AR,مستخدمو االمن ضد الحريق والعمال المكلفون باالنقاذ في الطيران
3518,FR,personnels de sécurité incendie et sauvetage de l'aviation
3519,AR,مشتغلون في مصالح االمن غير مصنفين اعاله
3519,AR,مشتغلون في مصالح الامن غير مصنفين اعلاه
3519,FR,personnels des services de sécurité n.c.a.
3519,FR,personnels des services de sécurité n.c.a
3611,AR,االيمة الرسميون(ايمة الصلوات الخمس)
3611,AR,الايمة الرسميون (ايمة الصلوات الخمس)
3611,FR,imams permanents (des cinq prières)
3612,FR,muezzins
3612,AR,الموذنون
3619,FR,autres employés du culte musulman n.c.a.
3619,AR,مستخدمون اخرون مختصون في الديانة الاسلامية غير مصنفين اعلاه
3619,FR,autres employés du culte musulman n.c.a
3619,AR,مستخدمون اخرون مختصون في الديانة االسالمية غير مصنفين اعاله
3621,FR,employés du culte chrétien
3621,AR,مستخدمو الديانة المسيحية
3622,AR,مستخدمو الديانة اليهودية
3622,FR,employés du culte juif
3629,FR,autres employés des cultes chrétien et juif n.c.a
3629,AR,مستخدمو الديانات المسيحية واليهودية اخرون غير مصنفين اعلاه
3629,AR,مستخدمو الديانات المسيحية واليهودية اخرون غير مصنفين اعاله
3629,FR,autres employés des cultes chrétien et juif n.c.a.
3910,AR,مستخدمون اخرون لم يصنفوا اعلاه
3910,FR,autres employés n.c.a.
4101,AR,تجار بالجملة او نصف الجملة في المواد الغذايية(ما عدا منتجات البحر)
4101,FR,commerçants de gros ou de semi gros de denrées alimentaires (excepté les produits de la mer)
4101,FR,commerçants de gros ou de demi-gros de denrées alimentaires (excepté les produits de la mer)
4101,AR,تجار بالجملة او نصف الجملة في المواد الغذايية (ما عدا منتجات البحر)
4102,FR,commerçants de gros ou de semi gros en bétail et en produits de l'élevage
4102,FR,commerçants de gros ou de demi-gros en bétail et en produits de l'élevage
4102,AR,تجار بالجملة او نصف الجملة في المواشي ومنتجات تربية المواشي
4103,FR,"commerçants de gros ou de semi gros en grains, semences, plantes et engrais"
4103,AR,تجار بالجملة او نصف الجملة في الحبوب، البذور، الشتايل والغرسات واالسمدة
4103,FR,"commerçants de gros ou de demi-gros en grains, semences, plantes et engrais"
4103,AR,تجار بالجملة او نصف الجملة في الحبوب، البذور، الشتايل والغرسات والاسمدة
4104,AR,تجار بالجملة او نصف الجملة في الجلود الاولية
4104,FR,commerçants de gros ou de semi gros en cuirs et peaux
4104,FR,commerçants de gros ou de demi-gros en cuirs et peaux
4104,AR,تجار بالجملة او نصف الجملة في الجلود االولية
4105,FR,"commerçants de gros ou de demi-gros des produits de la forêt : bois, charbon, liège, halfa et assimilés"
4105,AR,تجار بالجملة او نصف الجملة في المنتجات الغابوية (الخشب، الفحم، الفلين،الحلفة، ...)
4106,AR,تجار بالجملة او نصف الجملة في منتجات الصيد البحري والمواد البحرية الاخري
4106,FR,commerçants de gros ou de demi-gros des produits de la mer et de la pêche
4106,FR,commerçants de gros ou de semi gros des produits de la mer et de la pêche
4106,AR,تجار بالجملة او نصف الجملة في منتجات الصيد البحري والمواد البحرية االخري
4107,FR,"commerçants de gros ou de demi-gros polyvalents en produits de l'agriculture, de la forêt et de la pêche"
4107,FR,"commerçants de gros ou de semi gros polyvalents en produits de l'agriculture, de la forêt et de la pêche"
4107,AR,تجار بالجملة او نصف الجملة متعددو االختصاصات في المواد الفالحية، الغابوية ومواد الصيد البحري
4107,AR,تجار بالجملة او نصف الجملة متعددو الاختصاصات في المواد الفلاحية، الغابوية ومواد الصيد البحري
4109,AR,تجار اخرون بالجملة او نصف الجملة في منتجات الفلاحة، الغابة والصيد البحري غير مصنفين اعلاه
4109,AR,تجار اخرون بالجملة او نصف الجملة في منتجات الفالحة، الغابة والصيد البحري غير مصنفين اعاله
4109,FR,"autres commerçants de gros ou de demi-gros des produits de l'agriculture, de la forêt et de la pêche n.c.a."
4109,FR,"autres commerçants de gros ou de semi gros des produits de l'agriculture, de la forêt et de la pêche n.c.a"
4111,AR,تجار بالجملة او نصف الجملة في مواد التجهيز والالات
4111,FR,commerçants de gros ou de demi-gros des biens d'équipements et machines
4111,AR,تجار بالجملة او نصف الجملة في مواد التجهيز واالالت
4111,FR,commerçants de gros ou de semi gros des biens d'équipements et machines
4112,AR,تجار بالجملة او نصف الجملة في المواد الوسيطة: (اللوازم، االجهزة، قطع الغيار واالدوات االخري)
4112,FR,"commerçants de gros ou de semi gros en biens intermédiaires : matériel, pièces de rechange et fournitures"
4112,AR,تجار بالجملة او نصف الجملة في المواد الوسيطة: (اللوازم، الاجهزة، قطع الغيار والادوات الاخري)
4112,FR,"commerçants de gros ou de demi-gros en biens intermédiaires : matériel, pièces de rechange et fournitures"
4113,AR,تجار بالجملة او نصف الجملة في مواد التجهيز والمواد الوسيطة معا
4113,FR,commerçants de gros ou de semi gros polyvalents en biens d'équipements et en biens intermédiaires
4113,FR,commerçants de gros ou de demi-gros polyvalents en biens d'équipements et en biens intermédiaires
4119,FR,autres commerçants de gros ou de demi-gros de biens d'équipements et des biens intermédiaires n.c.a.
4119,FR,autres commerçants de gros ou de semi gros de biens d'équipements et des biens intermédiaires n.c.a
4119,AR,تجار اخرون بالجملة او نصف الجملة في مواد التجهيز والمواد الوسيطة غير مصنفين اعاله
4119,AR,تجار اخرون بالجملة او نصف الجملة في مواد التجهيز والمواد الوسيطة غير مصنفين اعلاه
4121,FR,commerçants de gros ou de semi gros en droguerie et quincaillerie
4121,AR,تجار بالجملة او نصف الجملة في العقاقير والخردوات
4121,FR,commerçants de gros ou de demi-gros en droguerie et quincaillerie
4122,FR,commerçants de gros ou de semi gros en sanitaire
4122,AR,تجار بالجملة او نصف الجملة في االدوات الصحية
4122,AR,تجار بالجملة او نصف الجملة في الادوات الصحية
4122,FR,commerçants de gros ou de demi-gros en sanitaire
4123,FR,commerçants de gros ou de semi gros en matériaux de construction
4123,AR,تجار بالجملة او نصف الجملة في مواد البناء
4123,FR,commerçants de gros ou de demi-gros en matériaux de construction
4124,AR,تجار بالجملة او نصف الجملة متعددو الاختصاصات في العقاقير،الخردوات ومواد البناء
4124,FR,"commerçants de gros ou de demi-gros polyvalents en droguerie, quincaillerie et en matériaux de construction"
4124,AR,تجار بالجملة او نصف الجملة متعددو االختصاصات في العقاقير،الخردوات ومواد البناء
4124,FR,"commerçants de gros ou de semi gros polyvalents en droguerie, quincaillerie et en matériaux de construction"
4129,AR,تجار اخرون بالجملة او نصف الجملة في العقاقير، الخردوات ومواد البناء غير مصنفين اعلاه
4129,FR,"autres commerçants de gros ou de semi gros en droguerie, quincaillerie et en matériaux de construction n.c.a"
4129,FR,"autres commerçants de gros ou de demi-gros en droguerie, quincaillerie et en matériaux de construction n.c.a."
4129,AR,تجار اخرون بالجملة او نصف الجملة في العقاقير، الخردوات ومواد البناء غير مصنفين اعاله
4131,AR,تجار بالجملة او نصف الجملة في التجهيزات الكهربايية المنزلية وتجهيزات الترفيه (جهاز التلفزة، فيديو، مذياع، مسجلة وما شابهها)
4131,FR,"commerçants de gros ou de semi gros en équipements électroménagers et matériel de loisirs, téléviseurs, postes radios, magnétoscopes et assimilés"
4131,FR,"commerçants de gros ou de demi-gros en équipements électroménagers et matériel de loisirs, téléviseurs, postes radios, magnétoscopes et assimilés"
4132,FR,commerçants de gros ou de semi gros en articles ménagers
4132,AR,تجار بالجملة او نصف الجملة في الادوات المنزلية
4132,AR,تجار بالجملة او نصف الجملة في االدوات المنزلية
4132,FR,commerçants de gros ou de demi-gros en articles ménagers
4133,FR,"commerçants de gros ou de demi-gros en matériel, articles d'ameublements et de décoration (y compris équipements de bureaux)"
4133,AR,تجار بالجملة او نصف الجملة في تجهيزات التاثيث ومواد الديكور المنزلي (بما في ذلك تجهيزات المكتب)
4133,AR,تجار بالجملة او نصف الجملة في تجهيزات التاثيث ومواد الديكور المنزلي(بما في ذلك تجهيزات المكتب)
4133,FR,"commerçants de gros ou de semi gros en matériel, articles d'ameublements et de décoration (y compris équipements de bureaux)"
4134,FR,commerçants de gros ou de demi-gros polyvalents en équipements de foyers et de bureaux
4134,AR,تجار بالجملة او نصف الجملة في تجهيزات المنزل والمكتب معا
4134,FR,commerçants de gros ou de semi gros polyvalents en équipements de foyers et de bureaux
4139,FR,commerçants de gros ou de demi-gros en équipements de foyers et de bureaux n.c.a.
4139,AR,تجار بالجملة او نصف الجملة في تجهيزات المنزل والمكتب غير مصنفين اعاله
4139,FR,commerçants de gros ou de semi gros en équipements de foyers et de bureaux n.c.a
4139,AR,تجار بالجملة او نصف الجملة في تجهيزات المنزل والمكتب غير مصنفين اعلاه
4141,FR,commerçants de gros ou de semi gros de vêtements en tissu et cuir
4141,AR,تجار بالجملة او نصف الجملة في المالبس من الثوب والجلد
4141,AR,تجار بالجملة او نصف الجملة في الملابس من الثوب والجلد
4141,FR,commerçants de gros ou de demi-gros de vêtements en tissu et cuir
4142,FR,commerçants de gros ou de semi gros en chaussures
4142,AR,تجار بالجملة او نصف الجملة في االحذية
4142,AR,تجار بالجملة او نصف الجملة في الاحذية
4142,FR,commerçants de gros ou de demi-gros en chaussures
4143,FR,commerçants de gros ou de semi gros en mercerie
4143,AR,تجار بالجملة او نصف الجملة في لوازم الخياطة
4143,FR,commerçants de gros ou de demi-gros en mercerie
4144,AR,تجار بالجملة او نصف الجملة في الاثواب
4144,FR,commerçants de gros ou de demi-gros en tissus
4144,FR,commerçants de gros ou de semi gros en tissus
4144,AR,تجار بالجملة او نصف الجملة في االثواب
4145,AR,تجار بالجملة او نصف الجملة في الجلود المدبوغة والمواد الجلدية
4145,FR,commerçants de gros ou de demi-gros en cuir et maroquinerie
4145,FR,commerçants de gros ou de semi gros en cuir et maroquinerie
4146,FR,"commerçants de gros ou de demi-gros polyvalents en textile, cuir et chaussures"
4146,AR,تجار بالجملة او نصف الجملة متعددو االختصاصات في النسيج واالحذية والمواد الجلدية االخري
4146,FR,"commerçants de gros ou de semi gros polyvalents en textile, cuir et chaussures"
4146,AR,تجار بالجملة او نصف الجملة متعددو الاختصاصات في النسيج والاحذية والمواد الجلدية الاخري
4149,FR,"commerçants de gros ou de semi gros de textile, cuir et de chaussures n.c.a"
4149,AR,تجار بالجملة او نصف الجملة متعددو الاختصاصات في النسيج والاحذية والمواد الجلدية غير مصنفين اعلاه
4149,FR,"commerçants de gros ou de demi-gros de textile, cuir et de chaussures n.c.a."
4149,AR,تجار بالجملة او نصف الجملة متعددو االختصاصات في النسيج واالحذية والمواد الجلدية غير مصنفين اعاله
4151,FR,commerçants de gros ou de demi-gros en hydrocarbures
4151,AR,تجار بالجملة او نصف الجملة في المحروقات
4151,FR,commerçants de gros ou de semi gros en hydrocarbures
4152,FR,commerçants de gros ou de demi-gros des produits de la chimie et de la parachimie (y compris les produits pharmaceutiques)
4152,AR,تجار بالجملة او نصف الجملة في المواد الكيماوية وشبه الكيماوية (بما في ذلك المواد الصيدلية)
4152,FR,commerçants de gros ou de semi gros des produits de la chimie et de la parachimie (y compris les produits pharmaceutiques)
4152,AR,تجار بالجملة او نصف الجملة في المواد الكيماوية وشبه الكيماوية(بما في ذلك المواد الصيدلية)
4153,AR,تجار بالجملة او نصف الجملة في المعادن
4153,FR,commerçants de gros ou de semi gros en minerais
4153,FR,commerçants de gros ou de demi-gros en minerais
4154,FR,"commerçants de gros ou de demi-gros polyvalents en produits de la chimie et de la parachimie, des hydrocarbures et des minerais"
4154,AR,تجار بالجملة او نصف الجملة متعددو االختصاصات في المواد الكيماوية وشبه ،الكيماوية المحروقات والمعادن
4154,FR,"commerçants de gros ou de semi gros polyvalents en produits de la chimie et de la parachimie, des hydrocarbures et des minerais"
4154,AR,تجار بالجملة او نصف الجملة متعددو الاختصاصات في المواد الكيماوية وشبه الكيماوية، المحروقات والمعادن
4159,AR,تجار اخرون بالجملة او نصف الجملة في المواد الكيماوية وشبه الكيماوية، في المحروقات وفي المعادن لم يصنفوا اعاله
4159,FR,"commerçants de gros ou de semi gros des produits de la chimie et de la parachimie, des hydrocarbures et des minerais n.c.a"
4159,FR,"commerçants de gros ou de demi-gros des produits de la chimie et de la parachimie, des hydrocarbures et des minerais n.c.a."
4159,AR,تجار اخرون بالجملة او نصف الجملة في المواد الكيماوية وشبه الكيماوية، في المحروقات وفي المعادن لم يصنفوا اعلاه
4161,AR,تجار بالجملة او نصف الجملة في مواد الوراقة
4161,FR,commerçants de gros ou de semi gros en papeterie
4161,FR,commerçants de gros ou de demi-gros en papeterie
4162,FR,"commerçants de gros ou de demi-gros en livres, journaux et périodiques"
4162,AR,تجار بالجملة او نصف الجملة في الجرايد، الدوريات والمجلات
4162,AR,تجار بالجملة او نصف الجملة في الجرايد ، الدوريات والمجالت
4162,FR,"commerçants de gros ou de semi gros en livres, journaux et périodiques"
4163,AR,تجار بالجملة او نصف الجملة متعددو االختصاصات ،في مواد الوراقة، المكتبة، الجرايد الدوريات والمجالت
4163,FR,"commerçants de gros ou de demi-gros polyvalents en produits de papeterie, librairie, journaux et périodiques"
4163,AR,تجار بالجملة او نصف الجملة متعددو الاختصاصات في مواد الوراقة، المكتبة، الجرايد، الدوريات والمجلات
4163,FR,"commerçants de gros ou de semi gros polyvalents en produits de papeterie, librairie, journaux et périodiques"
4169,FR,"commerçants de gros ou de demi-gros des produits de la papeterie, librairie et de journaux n.c.a."
4169,AR,تجار اخرون بالجملة او نصف الجملة في مواد الوراقة، المكتبة، الجرايد، والدوريات لم يصنفوا اعلاه
4169,FR,"commerçants de gros ou de semi gros des produits de la papeterie, librairie et de journaux n.c.a"
4169,AR,،تجار اخرون بالجملة او نصف الجملة في مواد الوراقة، المكتبة، الجرايد والدوريات لم يصنفوا اعاله
4171,FR,"commerçants de gros ou de demi-gros en horlogerie, bijouterie, orfèvrerie et assimilés"
4171,AR,تجار بالجملة او نصف الجملة في الساعات، المجوهرات، في المصوغات وما شابهها
4171,AR,تجار بالجملة او نصف الجملة في الساعات، المجوهرات، في المصوغات وما شابهه ا
4171,FR,"commerçants de gros ou de semi gros en horlogerie, bijouterie, orfèvrerie et assimilés"
4172,AR,تجار بالجملة او نصف الجملة في المواد العطرية، مواد التجميل وما شابهها
4172,AR,تجار بالجملة او نصف الجملة في المواد العطرية، مواد التجميل وما شابهه ا
4172,FR,"commerçants de gros ou de demi-gros en parfumerie, produits cosmétiques et assimilés"
4172,FR,"commerçants de gros ou de semi gros en parfumerie, produits cosmétiques et assimilés"
4173,FR,commerçants de gros ou de demi-gros en jouets et articles assimilés
4173,AR,تجار بالجملة او نصف الجملة في اللعب والادوات المشابهة
4173,FR,commerçants de gros ou de semi gros en jouets et articles assimilés
4173,AR,تجار بالجملة او نصف الجملة في اللعب واالدوات المشابهة
4174,FR,commerçants de gros ou de semi gros en articles de sports et assimilés
4174,AR,تجار بالجملة او نصف الجملة في ادوات الرياضة وما شابهها
4174,FR,commerçants de gros ou de demi-gros en articles de sports et assimilés
4175,AR,تجار بالجملة او نصف الجملة متعددو اال خ تصاصات في ادوات الترفيه والتسلية واالدوات الشخصية
4175,FR,"commerçants de gros ou de semi gros polyvalents en articles de loisirs, récréatifs et personnels"
4175,AR,تجار بالجملة او نصف الجملة متعددو الاختصاصات في ادوات الترفيه والتسلية والادوات الشخصية
4175,FR,"commerçants de gros ou de demi-gros polyvalents en articles de loisirs, récréatifs et personnels"
4179,AR,تجار اخرون بالجملة او نصف الجملة في ادوات الترفيه والتسلية واالدوات الشخصية غير مصنفين اعاله
4179,FR,"autres commerçants de gros ou de semi gros des articles de loisirs, récréatifs et personnels n.c.a"
4179,AR,تجار اخرون بالجملة او نصف الجملة في ادوات الترفيه والتسلية والادوات الشخصية غير مصنفين اعلاه
4179,FR,"autres commerçants de gros ou de demi-gros des articles de loisirs, récréatifs et personnels n.c.a."
4180,AR,تجار بالجملة او نصف الجملة متعددو االختصاصات
4180,FR,commerçants de gros ou de semi gros polyvalents
4180,FR,commerçants de gros ou de demi-gros polyvalents
4180,AR,تجار بالجملة او نصف الجملة متعددو الاختصاصات
4190,FR,commerçants de gros ou de demi-gros n.c.a.
4190,AR,تجار بالجملة او نصف الجملة غير مصنفين اعلاه
4190,FR,commerçants de gros ou de semi gros n.c.a
4190,AR,تجار بالجملة او نصف الجملة غير مصنفين اعاله
4210,FR,épiciers
4210,AR,البقالون
4210,FR,epiciers
4221,FR,commerçants de détail de céréales
4221,AR,تجار بالتقسيط في الحبوب
4222,FR,"commerçants de détail de légumes, fruits et plantes aromatiques"
4222,AR,تجار بالتقسيط في الخضر، الفواكه والنباتات العطرية
4223,AR,تجار بالتقسيط في القطاني، الفواكه الجافة والتوابل ومن يشابهونهم
4223,FR,"commerçants de détail de légumineuses, fruits secs, épices et condiments"
4224,FR,commerçants de détail des produits laitiers et œufs
4224,AR,تجار بالتقسيط في المواد الحليبية والبيض
4225,AR,تجار اخرون بالتقسيط في اللحوم(البيضاء والحمراء )ومن يشابهونهم
4225,FR,commerçants de détail de viande (rouge et blanche) et assimilés
4225,AR,تجار اخرون بالتقسيط في اللحوم (البيضاء والحمراء) ومن يشابهونهم
4226,FR,commerçants de détail de poissons et assimilés
4226,AR,تجار بالتقسيط في االسماك ومن يشابهونهم
4226,AR,تجار بالتقسيط في الاسماك ومن يشابهونهم
4227,AR,تجار بالتقسيط في مواد التغذية الحيوانية
4227,FR,commerçants de détail des produits de l'alimentation animale
4227,FR,autres commerçants de détail des produits de l'alimentation animale
4228,AR,تجار بالتقسيط متعددو الاختصاصات في المواد الغذايية
4228,FR,commerçants polyvalents de détail des produits de l'alimentation
4228,AR,تجار بالتقسيط متعددو االختصاصات في المواد الغذايية
4229,AR,تجار اخرون بالتقسيط في مواد التغذية غير مصنفين اعاله
4229,FR,commerçants de détail des produits de l'alimentation n.c.a.
4229,AR,تجار اخرون بالتقسيط في مواد التغذية غير مصنفين اعلاه
4231,FR,"commerçants de détail de grains, de semences, de plantes, de fleurs et d’engrais"
4231,AR,تجار بالتقسيط في البذور، الشتايل، الغرسات والزهور واالسمدة
4231,AR,تجار بالتقسيط في البذور، الشتايل، الغرسات والزهور والاسمدة
4231,FR,"commerçants de détail de grains, de semences, de plantes, de fleurs et d'engrais"
4232,AR,تجار بالتقسيط في المواشي ومنتجات تربية المواشي
4232,FR,commerçants de détail en bétail et produits de l'élevage
4233,AR,تجار بالتقسيط في مواد البحر ومنتجات الصيد البحري
4233,FR,commerçants de détail des produits de la mer et de la pêche
4239,AR,تجار اخرون بالتقسيط في منتجات الفالحة، الغابة والصيد البحري(غير معدة لالستهالك)
4239,FR,"autres commerçants de détail des produits de l'agriculture, de la forêt et de la pêche (non destinés à la consommation)"
4239,FR,"autres commerçants de détail de produits de l'agriculture, de la forêt, de la pêche non destinés à la consommation"
4239,AR,تجار اخرون بالتقسيط في منتجات الفلاحة، الغابة والصيد البحري (غير معدة للاستهلاك)
4241,FR,pompistes ou propriétaires gérants de stations de carburants
4241,AR,ضخاخون بمحطات توزيع البنزين او ملاكون مسيرون لمحطات توزيع البنزين
4241,FR,pompistes ou propriétaires gérants de stations d'essence
4241,AR,ضخاخون بمحطات توزيع البنزين او مالكون مسيرون لمحطات توزيع المحروقات
4242,AR,تجار بالتقسيط في الغاز، الفحم، الفحم الخشبي، زيت الغاز، خشب التدفية والمواد المشابهة
4242,FR,"commerçants de détail en gaz, charbon, charbon de bois, en pétrole lampant, en bois combustible et produits assimilés"
4249,AR,تجار اخرون بالتقسيط في المحروقات غير مصنفين اعاله
4249,FR,autres commerçants de détail de combustibles n.c.a.
4249,AR,تجار اخرون بالتقسيط في المحروقات غير مصنفين اعلاه
4249,FR,autres commerçants de détail de combustibles n.c.a
4251,FR,commerçants de détail de vêtements
4251,AR,تجار بالتقسيط في المالبس من الثوب والجلد
4251,AR,تجار بالتقسيط في الملابس من الثوب والجلد
4252,FR,commerçants de détail de tissus
4252,AR,تجار بالتقسيط في الاثواب
4252,AR,تجار بالتقسيط في االثواب
4253,FR,commerçants de détail de chaussures
4253,AR,تجار بالتقسيط في الاحذية
4253,AR,تجار بالتقسيط في االحذية
4254,FR,commerçants de détail des produits de la maroquinerie
4254,AR,تجار بالتقسيط في المواد الجلدية
4255,AR,تجار بالتقسيط في االقمشة المنزلية
4255,FR,commerçants de détail de linge de maison
4255,AR,تجار بالتقسيط في الاقمشة المنزلية
4256,FR,commerçants de détail de mercerie
4256,AR,تجار بالتقسيط في لوازم الخياطة
4257,FR,"commerçants de détail polyvalents en textile, chaussures et maroquinerie"
4257,AR,تجار بالتقسيط متعددو الاختصاصات في النسيج والاحذية والمواد الجلدية
4257,AR,تجار بالتقسيط متعددو االختصاصات في النسيج واالحذية والمواد الجلدية
4259,FR,"commerçants de détail de textile, chaussures et maroquinerie n.c.a"
4259,FR,"commerçants de détail de textile, chaussures et maroquinerie n.c.a."
4259,AR,تجار بالتقسيط في النسيج والاحذية والمواد الجلدية غير مصنفين اعلاه
4259,AR,تجار بالتقسيط في النسيج واالحذية والمواد الجلدية غير مصنفين اعاله
4261,AR,تجار بالتقسيط في الاثاث واثاث المكتب
4261,FR,commerçants de détail de meubles et mobiliers de bureau
4261,AR,تجار بالتقسيط في االثاث واثاث المكتب
4262,FR,commerçants de détail de tapis de moquettes et éponge pour ameublement
4262,AR,تجار بالتقسيط في الزرابي، في االبسطة وفي اسفنج التاثيث
4262,AR,تجار بالتقسيط في الزرابي، في الابسطة وفي اسفنج التاثيث
4263,FR,"commerçants de détail de laine, de coton et autres produits assimilés d'ameublement"
4263,AR,تجار بالتقسيط في الصوف، القطن ومواد اخري مشابهة للتاثيث
4264,AR,تجار بالتقسيط في مواد خاصة بالديكور المنزلي
4264,FR,commerçants de détail d'articles de décoration
4265,AR,تجار بالتقسيط متعددو الاختصاصات في مواد الاثاث والتزيين
4265,FR,commerçants de détail polyvalents de produits d'ameublement et de décoration
4265,AR,تجار بالتقسيط متعددو االختصاصات في مواد االثاث والتزيين
4269,AR,تجار بالتقسيط في مواد االثاث والتزيين غير مصنفين اعاله
4269,FR,commerçants de détail de produits d'ameublement et de décoration n.c.a.
4269,AR,تجار بالتقسيط في مواد الاثاث والتزيين غير مصنفين اعلاه
4269,FR,commerçants de détail de produits d'ameublement et de décoration n.c.a
4271,AR,تجار بالتقسيط في الادوات المنزلية
4271,FR,commerçants de détail d'articles ménagers
4271,AR,تجار بالتقسيط في االدوات المنزلية
4272,FR,commerçants de détail d'appareils électroménagers
4272,AR,تجار بالتقسيط في االجهزة الكهربايية المنزلية
4272,AR,تجار بالتقسيط في الاجهزة الكهربايية المنزلية
4273,FR,commerçants de détail polyvalents en articles et appareils électroménagers
4273,AR,تجار بالتقسيط متعددو الاختصاصات في الاجهزة الكهربايية المنزلية والادوات المنزلية
4273,AR,تجار بالتقسيط متعددو االختصاصات في االجهزة الكهربايية المنزلية واالدوات المنزلية
4279,AR,تجار اخرون بالتقسيط في االجهزة الكهربايية المنزلية واالدوات المنزلية غير مصنفي ن اعاله
4279,AR,تجار اخرون بالتقسيط في الاجهزة الكهربايية المنزلية والادوات المنزلية غير مصنفين اعلاه
4279,FR,commerçants de détail d'articles et d'appareils ménagers n.c.a.
4279,FR,commerçants de détail d'articles et d'appareils ménagers n.c.a
4281,AR,تجار بالتقسيط في العقاقير والخردوات
4281,FR,commerçants de détail en droguerie et quincaillerie
4282,FR,commerçants de détail en articles sanitaires
4282,AR,تجار بالتقسيط في الادوات الصحية
4282,AR,تجار بالتقسيط في االدوات الصحية
4283,AR,تجار بالتقسيط متعددو االختصاصات في مواد البناء
4283,FR,commerçants de détail en matériaux de construction
4283,AR,تجار بالتقسيط متعددو الاختصاصات في مواد البناء
4284,FR,commerçants de détail polyvalents en droguerie et en matériaux de construction
4284,AR,تجار بالتقسيط متعددو الاختصاصات في تجارة العقاقير، الخرداوات ومواد البناء
4284,AR,تجار بالتقسيط متعددو االختصاصات في تجارة العقاقير، الخرداوات ومواد البناء
4289,FR,"commerçants de détail en droguerie, en quincaillerie et en matériaux de construction n.c.a."
4289,AR,تجار بالتقسيط في تجارة العقاقير، الخرداوات ومواد البناء غير مصنفين اعلاه
4289,AR,تجار بالتقسيط في تجارة العقاقير، الخرداوات ومواد البناء غير مصنفين اعاله
4289,FR,"commerçants de détail en droguerie, en quincaillerie et en matériaux de construction n.c.a"
4311,AR,تجار بالتقسيط في مواد الصيانة وما شابهها
4311,FR,commerçants de détail des produits d'entretien et de beauté et assimilés
4311,FR,commerçants de détail de produits d'entretien et assimilés
4312,AR,تجار بالتقسيط في مواد التجميل والمواد العطرية وما شابهها
4312,FR,"commerçants de détail de produits cosmétiques, de produits de parfumerie et de beauté et assimilés"
4319,FR,autres commerçants de détail de produits d'entretien et de beauté n.c.a.
4319,AR,تجار اخرون بالتقسيط في مواد الصيانة والتجميل وما شابهها اخرون غير مصنفين اعلاه
4321,FR,commerçants de détail de biens d'équipements et de machines
4321,AR,تجار بالتقسيط في مواد التجهيز واالالت
4321,AR,تجار بالتقسيط في مواد التجهيز والالات
4321,FR,commerçants de détail de biens d'équipements et machines
4322,AR,تجار بالتقسيط في المواد الوسيطة(اللوازم، االجهزة، قطع الغيار)... ،،السيارات الدراجات النارية والدراجات
4322,FR,"commerçants de détail en biens intermédiaires (matériel et fournitures), en véhicules, motos et cycles"
4322,AR,تجار بالتقسيط في المواد الوسيطة (اللوازم، الاجهزة، قطع الغيار...)،السيارات، الدراجات النارية والدراجات
4323,AR,تجار بالتقسيط متعددو االختصاصات في مواد التجهيز وفي المواد الوسيطة
4323,FR,commerçants de détail polyvalents en biens d'équipements et en biens intermédiaires
4323,AR,تجار بالتقسيط متعددو الاختصاصات في مواد التجهيز وفي المواد الوسيطة
4329,AR,تجار اخرون بالتقسيط في مواد التجهيز وفي المواد الوسيطة غير مصنفين اعلاه
4329,AR,تجار اخرون بالتقسيط في مواد التجهيز وفي المواد الوسيطة غير مصنفين اعاله
4329,FR,autres commerçants de détail en biens d'équipements et en biens intermédiaires n.c.a.
4329,FR,autres commerçants de détail en biens d'équipements et en biens intermédiaires n.c.a
4331,FR,"commerçants de détail en papeterie, fourniture scolaires et assimilés"
4331,AR,تجار بالتقسيط في مواد الوراقة واالدوات المدرسية وما شابهها
4331,AR,تجار بالتقسيط في مواد الوراقة والادوات المدرسية وما شابهها
4332,AR,تجار بالتقسيط في الكتب، الجرايد، الدوريات والمجلات
4332,FR,"commerçants de détail en livres, journaux et périodiques"
4332,AR,تجار بالتقسيط في الكتب، الجرايد، الدوريات والمجالت
